Sender Name;Recipient Name;Amount
Steven Hornback;Phillip Hunter;3387.04
Bernice Stafford;Jennifer Hartman;70366.1
Timothy Hazzard;Clyde Varela;70054.61
Helen Haines;Eric Encino;44249.66
Mary Cummings;Iesha Hargis;9607.83
Patricia Johnson;Christy Browning;8515.31
Charles Hite;Vincent Miller;8975.83
Melba Teixeira;Daniel Ferenz;3900.05
Patricia Domingo;William Taylor;7035.68
Shawnee Booth;Carmen Foster;356.83
Timothy Martinez;Fabian Zimmerman;5801.82
Phillip Farnsworth;Theodore Harrelson;14508.06
Martha Rousey;Helen Haines;2848.51
Eric Yontz;Julia Chavez;31.14
Holly Nelson;William Cummings;1108.11
Michael Echols;Susan Snyder;114259.61
Geneva Robinson;Javier Plourde;501.69
Alfonso Tuder;Alan Serrano;1664.69
Lela Kibler;Donna Glover;6545.45
Stephanie Major;Vincent Hall;2384.29
Christopher Hilliard;Robert Melena;1030.72
William Cummings;Timothy Wilson;190.39
Johanna Tucker;Michele Rowan;287.96
Ricky Sullivan;Julie Thompson;2501.97
Joseph Lewis;Calvin Lucas;142815.37
Paul Cleghorn;Scott Henson;1751.13
Sarah Caldwell;Kathleen Wright;1727808.71
Deborah Feliciano;Daniel Mccall;282.33
Vanessa Snow;John Cephas;74234.75
Christopher Moore;Dorthy Pitts;59947.73
James Layne;Clay Nesbit;328.67
Margorie Henry;Maurice Robinson;2458.86
Virgil Williams;Steve Poch;79380.78
Everett Dubray;Neil Kamai;396.44
Timothy Betancourt;Michael Grimm;118.91
Robert Fontenot;Serena Bluhm;12693.57
William Causey;Frank Peckham;1143.49
Josephine Brown;Joseph Igtanloc;4490.52
Thaddeus Mary;Nancy Manrique;22812.27
Cameron Gleason;Jill Campbell;4078.6
Robert Tarter;Donald Martinez;21908.07
Teresa Hogue;Melina Hinson;914.59
Billy Ruffo;Valencia Davis;1462.33
Fabian Zimmerman;Billy Carney;28199.04
Frances Walton;Dale Shaffer;1724.76
Heather Simon;Stuart Madison;112972.86
Charles Cole;Barbara Smith;773.44
Paris Myles;Douglas Knapp;262.3
Kevin Garrett;Linda Brown;4391.86
Deborah Cassano;Kenneth Jacobson;1397.15
Thomas Byrge;Rachel Ballew;1041.15
Linda Grafton;Susan York;212729.13
Edward Rutherford;Cheryl Williams;2578.71
John Lopez;Peggy Leatherman;10738.96
Paul Padilla;James Blow;356.27
Pauline Thomen;Heidi Sheperd;9372.11
John Little;Clarence Richard;16068.93
Pamela Loman;Mandy Brown;1761.94
Julia Gunn;Julian Young;254015.49
Nelson Rogers;Kenneth Broker;2914.06
Aurelia Russell;Mary Cummings;11453.15
Frederick Presley;Sue Dearborn;2644.86
Nancy Gray;Natalie Brown;984.85
Maria Hooks;Alice Henry;631.88
Susan Williams;Pricilla Surface;2451.86
William Causey;Billy Desmarais;11523.87
Frank Amos;Cindy Dempsey;44112.18
Stephen Butcher;Judith Lamar;8166.42
Karen Mccrudden;Patricia Mathey;17211.93
Lisa Dean;Kelsey Stevens;258.53
Darrell Johnson;Eva Roundtree;2547.05
John Lira;Sidney Meier;1361.44
Janet Pangallo;William Sanchez;47177.41
Bruce Washington;Simone Ainley;917396.68
Richard Jock;Maria Hooks;4849.92
Timothy Bates;Mildred Gilchrist;5777.66
Leslie Sheth;Michael Hart;4962.58
Noble Lopez;Janet Young;27907.54
Boyd Quick;Sarah Frederick;35571.13
Flora Martel;John Mcdermott;12150.49
Donna Baker;Robert Dreese;15891.25
Valerie Northrup;Pamela Lehrke;1309.36
Michael Echols;Nell Edes;5335.66
Joyce Shutt;Frances Villanueva;88549.89
Melvin Rodvold;Jose Dejesus;7357.4
Ronald Simpson;John Lopez;9633.91
Billy Carney;Robert Nelson;75859.64
Bernard Bradley;Angelia Pendergrass;86109.51
Jeff Lowe;Joan Collins;9560.8
Carlos Stephenson;Roger Delgado;210.05
Wayne Wolff;Christopher Snyder;1122.68
Daniel Sias;Brian Free;122.94
Richard Reed;Brent Sandoval;22049.67
Tess Gage;Romaine Kennedy;297.4
Deborah Geigel;Marie Jordan;2.77
Dorothy Duffy;Robert Crowther;51089.93
Paul Werner;James Frazier;8344.97
Robert Cruz;Ramon Turner;14475.43
Charles Smith;Deborah Feliciano;871.46
Joyce Shutt;Jacquelyne Hoare;594.53
Jeremiah Swenson;James Kurtz;12399.79
Randy Pitchford;Billie Monigold;626.41
John Corrieri;Richard Cormier;3391.37
Jerry Demars;Hilda Corey;3566.11
Patricia Stallworth;Lamar Brown;8129.77
Robert Haynes;Michael Constantino;1.93
Stacy Enloe;Linwood Hendricks;2949.07
Philip Ray;Michael Greene;114827.7
James Opteyndt;Amanda Schwartz;909.16
James Dodd;Doris Arrington;21668.47
Lee Turnquist;Robert Melena;9627.11
Michael Mccusker;Arlene Ledet;328.68
Christine Hill;Gerald Bertsch;1225.27
Sue Dearborn;Rachael Peters;4123.37
Janet Mcminn;Penelope Barton;2526.03
James Scott;Harold Honig;23533.06
Bette Rubio;Judith Green;2701.42
Joanna Maher;Abbey Moore;6638.29
Mildred Mattox;Horace Anderson;12160.12
Bruce Washington;Winifred Fisher;353.09
Nikita Hawkins;Cameron Brown;3520.19
Michael Berkowitz;Matthew Crosby;1982.59
Denise Mccoy;Edward Rutherford;138.51
Jenny Moore;Eric Porter;2131.08
Jenny Moore;David Stephens;17993.6
June Armantrout;Shane Bradley;57036.21
Robert Coatney;Edward Mcmillen;33385.79
Pauline Ahearn;June Bapties;5542.64
Tina Maciel;Joseph Lewis;2791.92
Janice Ball;John Ward;19678.45
Sean Roger;Jason Hall;1093821.56
Brian Harris;Fred Hinojosa;8103.19
Thomas Elam;James Blow;3115.43
Robert Melena;Kelly Lewis;33921.19
Moises Young;Melissa Rios;2694.9
Jennifer Dickenson;Camille Ferguson;356.0
Denise Mccoy;Roxanne Olson;24441.45
Marcia Kail;Rebecca Anderson;893.42
Billy Carney;Juan Mendoza;1367.99
Lynne Rowe;Mark Turpin;626.21
Rita Haid;Fred Clay;1517.25
Cynthia Hatch;Linda Riker;1829.97
Kevin Muir;Lauren Radin;10264.63
Kevin Garrett;Jamal Jackson;837.38
Jeremy Alexander;Robert Parihar;519.16
James Moore;Angela Stevenson;51.89
Pamela Lehrke;Anthony Popp;16300.43
Vanessa Snow;Edward Strahan;89.87
Kenneth Mott;Barbara Smith;2592.76
Nathan Freeman;Carlos Ardoin;317.01
Richard Hicks;Carolyn Thompson;738.77
Rebecca Simmerman;Joan Collins;24083.81
Jo Hopkins;Joshua Snapp;22570.32
James Cain;Amber Gibson;2511.29
Emmie Jenkins;Nancy Bodkin;2342.01
Judy Harris;Ted Payne;488.73
William Sheets;Eddie Gray;580.68
Rita Kanagy;Lillian Mccoy;9689.07
Cora Simmons;Geraldine Meeker;30210.63
Josephine Brown;Jennifer Perry;54836.75
Kara Kim;Sabrina Benitez;16032.96
Nelson Wilson;Bryan Lovett;2956.63
Ruth Pacheco;Cruz Redd;554.46
Melvin Hubbard;John Jackson;1029.45
Mary Hoyt;Martha Dixon;1664.0
Sharon Bartlett;Rebecca Simmerman;554.74
Dona Hall;Clarence Palmer;2662.09
Margaret Hirsch;Elizabeth Parsons;4837.12
Stephen Butcher;George Hart;23976.08
Travis Kannel;Louis Nolting;0.0
Sidney Leonard;Milton Hatch;3530.99
Paul Barrera;Robert Tarter;365.49
Vicki Ramos;Michael Jimenez;4160.27
Jennifer Newlan;Sidney Leonard;1578.7
Richard Hernandez;Timothy Christensen;4624.91
Wayne Truitt;Lupe Honkanen;2543.46
Dianne Riley;William Causey;2099.19
Hilda Gracia;Richard Snyder;2480.05
Minnie Satterfield;Julie Thompson;10.82
Larry James;Lynda Isaac;10378.03
Robert Shannon;Janet Young;984.82
Timothy Henry;Chad Johns;51936.35
Jennifer Woodard;Joan Pressley;322.15
Deborah Geigel;Roy Croker;13123.78
Regina Schuckert;Cameron Brown;880.12
Douglas Moore;Glenn Gleen;7716.46
Barbara Vassar;Timothy Bake;1034031.26
Clayton Coleman;Barbara Muterspaw;264452.94
Margarita Brunetto;Peggy Ramirez;5578.12
Michele Rowan;Kristy Johnson;7579.84
Lisa Stayton;Michael Williams;64.97
Katheryn Kirkland;Jeremy Dennison;28075.45
Anthony Guzman;Mary Loske;285.81
Phyllis Reeder;Patricia Figueroa;6139.24
Linda Harr;Brock Parker;2596.64
Regina Whiting;Maria Williams;8209.69
Gilbert Riggins;Peter Marlar;2694.58
Jack Valencia;Mary Hoover;0.34
Juanita Walker;Beau Figueroa;8817.55
Juan Mendoza;Laurie Cates;400.02
Eduardo Green;Marilyn Mulzer;4513.94
John Delo;Jennifer Woodard;2827.23
Dwayne Nord;Michael Williams;589.49
Jeremiah Swenson;Emily Romo;3541.55
Maria Galindo;John Pinkett;92146.89
Regina Whiting;Kristy Brannon;9149.36
Cecelia Leonelli;Jason Davis;4461.36
Ronald Lee;Gerald Toler;6066.15
Lara Taylor;Pok Brown;2351.35
Helen Haines;Frank Thornburg;1271.95
Arthur Lawson;Matthew Favorite;1002.56
Clarence Richard;Evelyn Gonzalez;10068.47
Ann Behran;Carolyn James;14.19
Brian Myers;Janet Young;221.64
Michael Echols;Lucia Gonzalez;260.99
Ronald Metzner;Don Hallquist;7411.83
Ronnie Barber;Robert Schrader;13248.3
Mary Bergesen;Tonya Engen;32062.37
Cameron Brown;Peggy Leatherman;950.97
Ray Dennis;Tina Timothy;118.29
William Causey;Nicholas Ardoin;7200.79
Winifred Fisher;Jason Mitchell;9902.03
Eric Porter;Jonathan Baker;1850.09
Jason Walker;Daniel Mccall;1549.21
Anthony Guzman;Kelly Lewis;118.5
Jackie Byas;John Pinkett;23901.47
Phillip Farnsworth;Jesse Carney;15143.58
Timothy Martinez;Amy Ortiz;18185.71
James Walls;Deborah Geigel;1945.81
Leona Harris;Jimmie Roberson;182.36
Ron Chamberlain;Robert Ellard;786.95
Lorraine Blaschke;Jo Mckeller;8066.72
Sarah Bryson;Donna Osmun;426.38
Mark Turpin;Jennifer Perry;1064.69
Robert Parihar;Ronald Lee;6301.6
Cheryl Moye;James Reinhart;5099.84
Judy Harris;Carolyn Edwards;1001.38
William Taylor;Linda Harr;2775.44
Mable Ford;Marco Pettit;313.65
David Ezell;Marie Dorman;1245.86
Michael Spann;Barbara Patton;25099.36
Mildred Gauss;Everette Cahee;2097.44
Armando Hayes;David Transue;11932.7
Katherine Smith;Richard Brunton;9151.17
Erlinda Francis;Jennifer Newlan;1139.27
Tesha Mcintyre;James Thomas;125.76
Vickie Mulder;Jeremy Alexander;10305.77
Gwen Kissane;Cynthia Shafer;1407.35
Russ Brewton;Cindy Dempsey;6210.27
Roger Jefferson;Darryl Lee;3950.52
Lori Anderson;Lorean Whaley;362.43
Bernard Bradley;John West;38833.35
Gloria Paulus;Ronald Simpson;427.51
Susan Rustin;Andre Rodriguez;5204.1
Cindy Dempsey;Raul Thompson;2190.19
Eugene Christensen;Betty Gross;1094.78
Gary Coleman;Bessie Cohen;3702.69
David Jolley;Deborah Young;15010.7
Lisa Guillotte;Brian Myers;959.6
Steve Burrington;Randolph Longoria;66052.57
Daniel Owen;Meagan Snyder;541.68
Teresa Hogue;Helen Bush;1715.74
Diane Mcclellan;John West;3215.84
Nelson Wilson;Milton Lancaster;2504.61
Mildred Gilchrist;Alfred Mckeighan;4105.91
Angelia Pendergrass;Joseph Igtanloc;3020.91
James Lyon;Melina Hinson;0.0
Ilana Benson;Roxanne Olson;434.42
Steve Burrington;Lisa Hardison;6265.07
John Vaillancourt;Rebekah Olson;7624.27
Angela Page;Michael Horner;12418.95
Edward Alley;Kurt Erps;23591.3
Robert Shannon;Kenneth James;3287.21
Arthur Jordan;Lee Turnquist;1233.39
John Boling;Ruth Bush;1016.69
Marie Waugh;James Moreno;11883.01
James Losey;Scott Olson;20.8
Kenneth Mott;Marian Watford;22332.05
Jewell Heath;Clarence Palmer;710.56
Ricky Sullivan;Sandra Padilla;25179.51
Richard Snyder;Manuel Wilson;33521.25
Gerald Toler;Pat Coleman;614.25
Sandra Jackson;Pamela Rhodes;3309.89
Roger Diaz;Alicia Sharp;105901.39
Lela Salinas;Derek Haecker;1894.98
Bruce Schmidt;Roger Jefferson;176.2
Wanita Holliday;Michael Scott;383.11
Amanda Richardson;Beatrice Corbett;2143.65
Nadia Dreessen;Linda Harr;19657.9
Damon Wheeler;Robert Cadet;23717.65
Glenn Gleen;Louise Wilkerson;75948.56
Aubrey Rutenberg;Nicholas Ardoin;2590.46
James Kuan;Robert Day;1048.02
Jeanie Green;Pamela Jackson;5385.26
Virginia Miller;Kristina Payne;1060.83
Gary Hogan;Gwendolyn Bell;11781.49
Christine Mccombs;Camille Ferguson;102941.46
Rick Lowery;Rolanda Schiller;39849.22
Lisa Stayton;Monica Willadsen;20462.75
Matthew Crosby;Thomas Lesueur;5023.22
Jason Waldrop;Marlon Holmes;4818.41
Heidi Levins;Wilma Rogers;519.77
Pauline Cohen;Doris Arrington;4330.3
Josh Mendez;Cherise Orem;4410.04
Beatrice Shae;Susann Petzold;1.01
Paul Cleghorn;Gordon Ny;1132.53
Martha Sizer;Allen Smith;17213.9
Kathy Young;Jacqueline Bonebright;11966.53
Julia Gunn;Daniel Peterson;1379.31
Daisy Irizarry;Travis Kannel;2693.98
David Herold;Filomena Biss;3254.67
Ida Thompson;James Orourke;40820.63
Susan Osborne;Thomas Hansen;17888.81
Pearl Flaming;Rebekah Olson;1849.51
Sherry Fox;Pauline Ahearn;3139.94
Alyce Krieger;William Rowell;683.58
Jane Liscomb;John Larsen;1285.43
Patrick Campbell;Hector Taunton;6806.85
Gabriela Johnson;Sandra Werner;128.79
Marian Watford;Jason Hopton;72776.71
Carolyn Thompson;Mary Loske;49111.19
Robyn Lillis;Louise Gorden;565.55
James Shick;Clarice Hughes;76550.41
Richard Davila;Jason Hopton;467.72
Michael Spann;Gregory Lee;10717.15
Marion Moores;Thomas Day;1161.1
Matthew Conyers;Robert Poyner;1492.85
George Medlin;Stacy Enloe;5149.13
Shirley Foster;Richard Williford;100.79
Philip Christian;Darren Chadwick;9198.22
Rebecca Myrick;Barbara Rowan;252.36
Patricia Davis;Timothy Renfro;27.99
Daniel Mccall;Debbie Tovar;1906.74
Stacey Brannan;Heather Simon;15139.88
John Ward;Ronald Lynch;1932.63
Keith Brightwell;Noble Lopez;9886.36
Bethany Gamino;Thomas Davis;414.64
Stephen Nichols;Rose Clark;7700.19
William Morabito;Joe Delacruz;9954.58
Lori Anderson;Wilma Brewer;9620.56
Carmen Mcclellan;Herman Jackson;227.9
Michelle Jennings;Ronald Baker;1516.11
Vaughn Hodges;Freddie Gallegos;12130.13
Frederick Tucker;Melanie Holohan;6980.28
James Kuan;Janet Jensen;6190.85
Dorothy Norman;Pamela Lyon;95806.44
Alice Kamp;Dana Sanchez;165.39
Sandra Werner;Richard Cline;35547.41
Diana Beaty;Dona Hall;67595.15
Peter Sanders;Wendy Johnson;38687.46
Andrea Raef;Carrie Levine;35995.81
Donald Randall;Shelton Yarboro;108547.69
Bessie Velez;Digna Dearing;1643.91
Eva Carroll;Jennifer Mcreynolds;14046.49
Brianne Villalobos;Judy Harris;14343.95
Irma Tindall;Jodi Hite;37513.27
James Lyon;Jean Blair;1469.69
Patricia Testa;James Shick;13608.14
Marie Bowman;Juanita Walker;7384.85
Jason Mitchell;Joan Navarro;4791.33
Robert Coatney;Madlyn Fernandez;30829.66
Richard Hicks;Daniel Peterson;2615.53
Maria Hooks;Shelly Arrington;51332.28
Martha Dixon;Pauline Thomen;540.24
James Lyon;Loren Ennis;10789.22
Randolph Longoria;Bessie Velez;622.18
Neil Kamai;Jason Hopton;10884.73
Harold Tallent;Randy Pitchford;2358.5
Randolph Longoria;Jenifer Allen;91.92
Robert Haynes;Russel Tran;1232.34
Carlos Ardoin;William Wilson;10990.85
Robert Walker;Robert Mcgraw;13387.41
Billy Desmarais;Eloisa Cureton;958.23
Charlotte Johnson;Joseph Eason;5888.57
Pearl Flaming;Theodore Mingo;103.49
Lula Allen;Paul Padilla;25555.17
Veronica Peck;Robert Coatney;21003.3
Linda Smith;John Larsen;1084215.42
John Gunn;Richard Colson;9668.12
Thomas Zordan;Amber Gibson;2303.6
Jacquelyne Hoare;Emmie Jenkins;693.3
Susan Osborne;Clayton Daley;308.34
Larry Vinton;Jenny Moore;4612.14
Cory Paine;Bertha Barlow;8373.15
Steve Brasher;Jim Hogen;48648.56
Fredrick Dye;Gwendolyn Bell;76027.23
Shantay Finnegan;Simone Ainley;3481.57
Jennifer Woodard;Jimmy Torres;4489.55
Jacqueline Stoops;Steven Hornback;7241.5
Antonio Lewis;Roberto Freeman;1182.11
Monica Willadsen;Peter Sanders;106020.79
George Medlin;Bobby Marquez;965.42
Jayne Littman;Billy Freehan;14961.97
Douglas Gaskin;Craig Smith;161.41
Jean Jones;David Jolley;5742.15
Pauline Cohen;Timothy Troia;510.03
Bernard Steenbergen;James Halfmann;16.41
Louise Walker;Kristin Andrews;2888.11
Melba Teixeira;Brian Myers;71278.94
Andre Rodriguez;Robert Reed;1091.11
Hector Taunton;Shirley Cummings;4706.77
Drew Anderson;James Cerda;7072.44
Christopher Moore;Dwayne Nord;3.91
Frances Boyd;Kristy Johnson;7360.77
Juan Schad;Karen Gaston;1900.11
Charles Hite;Joanna Maher;799.24
Dewey Hayes;Dennis Schilk;852.39
Bradley Escobar;Mildred Mattox;2826.39
William Geisler;Peter Scott;14915.57
Eric Encino;Jason Hall;13579.37
Shantay Finnegan;Juanita Walker;960.19
Justin Burnett;David Jolley;6534.75
Roma Colson;Maria Larmon;4307.31
Sheri Rupe;Robert Estes;14607.71
Rebecca Stiger;Luke Swanson;12265.97
Robert Melena;Susan Brown;1907.99
Jack Bullock;Peter Marlar;15218.96
Dean Eddins;James Peralta;1429.98
Rosemary Richardson;Jaclyn Cowart;2239.18
Marion Moores;Lucille Jenkins;1646.42
Larry Cortez;Shawn Rowland;0.0
Holly Nelson;Melissa Mendoza;18418.48
Gene Peel;Michael Scott;31.26
Derek Valentine;Gary Coleman;20315.5
Marsha Nunn;William Johnson;18860.93
James Losey;Mary Hardison;701.41
Kenneth Mott;Kenneth Broker;15967.03
Omar Brinkman;Richard Broglio;18551.55
Linda Gentry;Patricia Testa;2031.64
Jon Brigance;Elizabeth Hoover;3040.19
Jack Edwards;Helen Bush;22088.93
Meghan Walton;Lisa Stayton;43152.32
Mattie Young;Carolyn Fields;2642.62
Cheryl Moye;Dacia Henesey;8409.21
Christy Oliver;Robert Poyner;5144.85
Margaret Quinn;Gary Hogan;38443.15
Jason Connors;Maria Brookins;6920.37
Bobby Mastriano;Horace Anderson;1982.64
Marsha Nunn;Cory Paine;4815.37
Edward Mcmillen;Christopher Miller;11308.17
Keith Miller;Brandon Miller;13900.79
Ronald Lee;Jodi Sartori;3163.83
Steve Poch;Alice Henry;2377.64
Carol Snyder;David Bailey;5126.99
Alisha Blasengame;Helen Harrison;3258.28
Kristina Payne;James Thomas;215862.57
Clarence Palmer;Robert Melena;16457.81
Antoinette Stanely;Troy Irvine;995.42
Jamie Bristol;Harry Sweeten;3514.85
Viola Schell;Robin Ledbetter;24220.18
Jacqueline Stoops;Peggy Baran;1244.18
Michael Lynn;Lee Tilley;1254.34
Carolyn Thompson;Derek Warner;145491.13
Roger Wheeler;Joyce Shutt;724.21
Jean Jones;Miguel Wells;1507.54
Tim Broadnax;Wayne Winter;35801.33
Dawn Moore;Cecelia Leonelli;13746.75
Noble Lopez;Dwayne Spice;6315.53
Cyril Sojka;Irma Woodbury;464.14
Betty Ayala;Martin Mclaughlin;12103.45
Janet Jensen;Reid Gray;9707.55
Stephanie Major;Pauline Ahearn;773.73
Rebecca Hogg;Charlotte Johnson;4857.12
Charles Hayes;Ronald Karge;6922.52
Donald Viggiano;Leo Beaver;10528.29
Inez Tilley;Angela Smith;22525.43
Louise Wood;Patricia Davis;29715427.11
Donald Petersik;Ruth Pacheco;12754.14
Peter Yi;Kathleen Warwick;1118.23
Deborah Cassano;Frances Boyd;1675.68
Carol Maher;Elton Knight;24373.13
Hilda Corey;Gerald Bertsch;133384.22
Anthony Popp;Natalie Brown;5511.82
Robert Kline;Donna Bright;25412.94
Benjamin Webley;John Quincy;3238.75
Phillip Farnsworth;Mary Suriel;63401.44
Helen Haines;Jesse Carney;134481.22
Harold Alfonso;Brian Whitten;51922.81
Amy Otero;Kristin Andrews;417.47
Nancy Gray;Nelson Wilson;1882.14
Claire Gurley;Lula Allen;3383.21
Teresa Hogue;James Losey;3116.48
Kelsey Stevens;Loren Ennis;1247.09
Steve Mei;Michael Mullis;1479.4
Eric Jones;Jennifer Robinson;223.71
Gregory Cooney;Betty Edmond;1635.54
Rosario Lumpkin;Thomas Davis;3600.5
Leon Highland;Michael Echols;52200.48
Frank Rodriguez;John Mcdermott;3316.52
Lucinda Allen;Winifred Fisher;781.55
Harry Sweeten;John Cephas;10495.84
Holly Nelson;Michael Williams;3334.35
Tom Darragh;Mary Liefer;2805.75
Jamie Crespo;Daniel Arbogast;18165.72
Vivian Backey;Joseph Pugh;9838.47
Dana Sanchez;Robert Trager;17832.2
Charles Johnson;June Broadwater;2115.04
Willie Anderson;Sofia Mclaughlin;1709.03
Mindi Neira;Inez Tilley;818.71
Michael Rebuck;Antoinette Stanely;11954.06
Eugene Gardner;Thomas Allison;2530.15
Robert Tarter;Luke Swanson;12015.39
Charles Aguirre;Michael Partee;352.25
Harold Tallent;Rodrigo Haith;270.21
Zella Sabatelli;Michael Ogrady;21128.83
Benjamin Davis;Amy Linder;10912.29
Jean Pilling;John Corrieri;35309.21
Katherine Smith;James Reinhart;14844.98
Jewell Heath;Jodi Hite;343308.74
Richard Smith;Elvira Beals;1785.27
Martha Choe;Charles Holmes;949.33
Thaddeus Mary;Latoya Johnson;35788.26
Paul Sweeney;Steve Mccall;3669.12
Yvonne Thompson;Aurelia Russell;12310.16
Cherise Orem;Michele Irwin;301.79
Jeffrey Kiper;Freda Fisher;20655.87
John Corrieri;Michael Greene;905.71
Steven Handley;Rebecca Hernandez;7863.58
Moises Young;Shawn Nichelson;7501.15
Mary Ortiz;Angela Page;850.88
Leroy Mckenney;Susan Williams;1459.64
Jerry Huggins;Katherine Carnes;1603.47
Margaret Grantham;Rachael Peters;159.27
Laurie Randall;Jeffrey Kiper;3265.68
June Doss;Alyce Krieger;112.22
Lucia Gonzalez;Teresa Wakley;2072.13
Joey Braddy;Michael Hart;100725.82
Kathleen Brewton;Jill Schwart;6981.23
William Greco;Corey Jackson;2162.69
Marion Moores;Kevin Torres;20195.8
Sandra Padilla;Cynthia Downs;1576.0
Eric Encino;Clarice Hughes;10821.4
Diane Payton;Linda Saxon;24332.52
Bettye Eisele;Wilma Brewer;3984.45
Christopher Marshall;Inez Tilley;1357.29
Gilbert Riggins;Mindi Neira;254135.91
Everette Cahee;Wanda Sewell;2980.65
Rebecca Simmerman;Jason Membreno;7925.5
William Johnson;Maude Boyd;3319.29
Martin Holsomback;Leona Harris;16698.13
Sandra Taber;Alice Lankford;19054.01
Karen Rollo;Kayla Sanchez;2279.07
Digna Dearing;Thelma Dignan;1583.51
Gary Coleman;Kristen Mcafee;45487.91
Alison Ray;Christopher Schwipps;6724.13
Robert Mcgraw;Mathew Archie;9454.24
Arthur Jordan;Catherine Hutton;3688.31
Adrian Tanner;Jerry Huggins;45915.54
William Carter;Ruth Donnelly;36434.83
Maude Boyd;Denise Rance;88035.83
Stephen Poor;Billie Aldridge;715.83
Filomena Biss;Damon Wheeler;207.2
David Lind;Beatrice Shae;3989.74
Rosemary Richardson;Gary Collins;489.3
Robert Marchiori;Eddie Brock;40040.01
Beverly Allums;Robert Schrader;306.19
Edward Strahan;Barbara Myers;10502.05
John Mcdermott;Patricia Bryon;1071.7
Dorthy Pitts;Beau Figueroa;12269.34
Angie Toliver;Rickey Winter;247.97
Susan Philbert;Calvin Mosby;3779.42
Lea Ownbey;Ralph Erickson;17069.31
Cameron Brown;Lara Taylor;1077.05
William Graham;Everett Dubray;1919.87
Charles Quinter;Inez Tilley;26234.59
Barbara Osborne;Rosa Sandy;6026.67
Zella Sabatelli;Hector Berwick;22.63
Alice Henry;Molly Morgan;14097.32
John West;Robert Bradshaw;6063.21
Mary Hendry;Iva Edwards;7236.93
Elisa Sebek;Dona Hall;3497.21
Kathleen Seid;Kristi Talbot;17723.98
Vincent Paxson;Richard Weilbacher;13188.66
Emma Magnie;Emily Bailey;92482.11
Charles Holmes;Phil Rodgers;4378.26
Lorean Whaley;Norma Higgins;15663.24
Andrew Weber;Pearl Knighton;8448.5
Kenny Flood;Carolyn Davis;23634.6
Carlotta Hayes;Brent Lopez;9390.87
Joseph Mueller;Angel Shook;50506.04
Andrea Moore;Angela Smith;9858.63
Flora Morin;Jennifer Dickenson;7542.14
Deborah Cassano;Sidney Leonard;5017.68
Ruth Pacheco;Nathan Hodak;21306.52
Henry Stoker;Lisa Dean;3078.38
Dianne Alsina;Gary Collins;5367.2
Noemi Lando;Patricia Miraglia;118.35
Melissa Mansi;Jason Membreno;783.25
Nathan Hodak;Zoe Horace;8108.56
Rick Lowery;Lillian Mccoy;2446.34
Louis Turner;Christine Hill;23234.62
John Arthur;David Williams;1536.16
John Stephen;Wilmer Stankiewicz;650.01
Dorothy Duffy;David Stephens;117992.22
